genre;tempo
country;99.37303026
soul;97.96055321
hip-hop;108.5617272
reggae;114.2024018
hip-hop;103.6727637
gospel;158.4042496
electronic;162.9184524
folk;105.4839606
metal;156.6369465
hip-hop;100.583262
reggae;88.21092704
blues;119.3973193
indie;111.3617664
jazz;126.7896796
rock;146.7086555
hip-hop;97.04943229
k-pop;116.9412019
rock;120.8956269
k-pop;118.3817188
blues;102.2452265
classical;100.9268236
country;125.2886583
pop;120.6494867
jazz;114.4785038
gospel;109.9082396
classical;96.06416041
indie;123.3829537
k-pop;117.6241297
country;114.7840721
electronic;128.7615369
pop;113.5297974
r&b;95.12963125
reggae;105.2837742
jazz;115.0797586
electronic;112.8676412
metal;144.13548
k-pop;130.0774455
folk;122.363112
rock;142.898097
pop;119.7314422
soul;100.5997462
pop;125.0318696
rock;124.4350509
pop;131.242103
electronic;128.9544522
country;115.9573409
jazz;115.7458243
indie;117.1777098
latin;113.8093096
k-pop;106.0454887
hip-hop;73.24013276
reggae;96.68204067
metal;180.1481266
hip-hop;105.7151885
electronic;116.7814176
rock;117.4969833
electronic;140.0951808
gospel;104.5502369
r&b;110.4060304
rock;111.5405488
ambient;82.36813706
rock;117.0135168
country;134.2448924
drum-and-bass;167.3643575
pop;126.8898703
electronic;127.242309
rock;140.894922
jazz;129.4827706
hip-hop;104.1766821
indie;125.1127136
jazz;90.10695287
pop;125.2727676
pop;120.911187
metal;143.0529185
rock;145.2675512
country;111.3022068
drum-and-bass;187.8352657
latin;108.9201678
country;103.1532067
rock;123.2339967
k-pop;130.2562075
pop;102.1886641
rock;119.4632708
pop;130.01486
folk;115.1257421
indie;104.356415
blues;105.5498166
hip-hop;83.44258769
rock;109.574188
classical;124.1619481
pop;115.5224726
ambient;87.75964105
classical;86.25457421
pop;149.1309048
folk;93.88525035
metal;156.3888715
hip-hop;94.50173034
pop;120.3749756
soul;110.7502951
metal;172.4970076
k-pop;140.9861964
r&b;111.4414426
folk;127.3528831
hip-hop;92.9554192
electronic;122.9674318
jazz;101.7949817
rock;123.5563439
pop;123.6373049
rock;126.1381571
jazz;96.88870162
country;103.0626327
rock;91.87454615
metal;147.7359849
indie;125.0058673
soul;84.16420301
hip-hop;86.67811635
rock;139.5494744
electronic;125.4799229
hip-hop;107.876468
folk;115.5870269
metal;139.1785127
rock;123.8967853
pop;118.0001761
jazz;112.6579046
latin;135.9427305
electronic;131.5267686
hip-hop;100.2993263
classical;104.6462896
rock;107.6409414
hip-hop;95.99895144
rock;163.5679399
ambient;88.92415193
k-pop;120.7948485
k-pop;125.5670793
pop;129.5563665
jazz;122.4929512
indie;98.93823066
latin;106.8498929
pop;116.4409025
indie;128.7173281
hip-hop;83.00413962
reggae;98.47106968
pop;112.0399671
folk;96.72438709
rock;133.456584
pop;144.2844113
soul;100.3488139
gospel;120.3867982
r&b;94.33015381
hip-hop;88.61288997
pop;119.1086625
metal;154.0025441
pop;108.8080709
rock;150.8654509
pop;93.84028349
gospel;101.7156037
gospel;113.074975
rock;146.2500473
rock;140.1663832
blues;86.84531229
r&b;120.7567829
k-pop;131.3407834
metal;145.3414685
electronic;117.1588523
classical;109.5966847
ambient;89.59687048
hip-hop;87.32726667
folk;108.9507139
ambient;92.071188
classical;130.1677923
pop;121.4055038
rock;128.4939303
rock;133.479813
k-pop;111.9996521
hip-hop;94.04968895
indie;109.6530376
jazz;108.0019309
jazz;109.0475555
pop;154.5425656
punk;164.0384007
hip-hop;74.37018977
r&b;59.67899642
electronic;111.4195997
hip-hop;92.42327907
rock;140.6978097
pop;102.8361052
country;106.3699641
rock;126.5897108
classical;128.0583347
r&b;88.59810582
country;122.886142
jazz;123.2905597
electronic;131.3032267
r&b;129.9252589
drum-and-bass;139.1749424
electronic;140.4348332
drum-and-bass;174.1337178
r&b;125.07511
latin;111.5980814
blues;112.2332585
pop;147.5569415
pop;141.3070075
hip-hop;104.3062669
country;94.54557555
hip-hop;93.91897319
hip-hop;76.28296789
hip-hop;84.76356439
blues;117.3578
k-pop;121.5831524
metal;105.3600627
hip-hop;81.18672967
pop;113.0126456
pop;113.4437702
rock;134.6164163
pop;94.27665024
r&b;107.0088694
folk;109.3417423
hip-hop;99.90401379
jazz;106.9511463
hip-hop;117.1433833
k-pop;111.3935504
reggae;85.61869705
folk;100.8316095
r&b;104.8956278
electronic;129.0445501
hip-hop;81.24860765
hip-hop;94.43519724
indie;145.3018724
rock;139.283706
country;113.1438219
folk;90.83649745
pop;121.1330485
electronic;142.1875421
folk;99.28368032
rock;147.9265049
drum-and-bass;177.1280494
hip-hop;76.52385979
hip-hop;112.4696694
k-pop;124.6359683
hip-hop;93.34316595
rock;92.32039648
pop;126.4931746
reggae;68.70687681
jazz;122.4613329
rock;114.6735538
drum-and-bass;178.458307
pop;122.7624982
k-pop;124.7618269
country;106.0437339
punk;158.1981366
r&b;97.77975157
r&b;108.6778615
rock;119.7722422
r&b;97.07163591
hip-hop;89.06551996
pop;97.90682601
electronic;134.8630084
country;106.7820646
pop;138.1987342
reggae;102.0727852
ambient;50
classical;99.59224791
rock;113.6589353
blues;99.53859985
hip-hop;71.69058657
punk;168.5207062
classical;106.7491546
latin;105.7427529
rock;121.8243541
r&b;94.96905532
pop;121.8016816
hip-hop;102.2994602
metal;140.8365905
reggae;83.62907748
r&b;120.9738727
rock;133.5698226
pop;110.4302721
hip-hop;108.6790065
electronic;135.492098
metal;145.6301128
metal;151.8302081
r&b;68.48696409
latin;116.5337393
indie;124.2775602
r&b;113.9158386
pop;112.3416389
k-pop;127.1329539
pop;132.632209
indie;113.1676871
k-pop;110.6887591
metal;139.6154486
ambient;95.77369473
jazz;138.8806459
k-pop;130.4863041
punk;161.1778124
country;139.2616639
metal;171.2533516
electronic;89.06945319
k-pop;143.8913477
soul;74.55537546
ambient;69.41202623
hip-hop;110.9730643
pop;128.0316071
metal;168.7985947
electronic;102.3491634
r&b;105.0169067
latin;76.23625677
k-pop;118.7839815
latin;89.17275366
electronic;114.9305851
drum-and-bass;179.2814202
metal;152.9144764
reggae;82.2494958
punk;153.7545817
hip-hop;113.6700737
reggae;93.23843663
latin;92.19879943
hip-hop;63.2311928
rock;127.5723825
electronic;154.8549974
gospel;100.0631923
pop;114.0012082
rock;118.4244959
indie;130.6642016
hip-hop;108.2962125
hip-hop;112.2166521
r&b;59.05841067
classical;87.57816391
indie;123.0036524
hip-hop;90.97540921
pop;150.9914909
folk;111.0920662
classical;109.4606039
k-pop;122.1412869
rock;124.8878229
pop;109.0318882
jazz;112.348302
hip-hop;91.75316379
pop;141.5355798
classical;95.91656756
pop;139.5710435
rock;139.2675733
latin;92.37213249
hip-hop;86.35369015
rock;141.5353414
pop;119.5655084
pop;123.3477883
hip-hop;96.93325808
reggae;94.05656268
rock;118.2386286
electronic;121.3029872
pop;97.44643483
jazz;141.5863066
blues;88.39232924
metal;161.8213346
hip-hop;92.04908145
r&b;123.5277883
hip-hop;89.1942246
hip-hop;96.67261836
drum-and-bass;178.09736
r&b;113.000886
punk;176.9329084
indie;130.1848488
metal;129.6231709
rock;133.0672143
rock;120.0496859
metal;159.1544018
hip-hop;77.04164278
rock;125.9046551
r&b;78.27767766
r&b;88.28878042
r&b;90.23200806
k-pop;116.1245116
rock;109.2313463
pop;98.47657898
rock;123.3554309
country;117.9946649
hip-hop;95.89336362
pop;111.265452
metal;133.7523712
r&b;80.509802
country;121.4576375
hip-hop;97.75553879
hip-hop;94.12126191
ambient;62.62246484
electronic;134.2911468
hip-hop;83.49843383
latin;116.6065341
hip-hop;109.1789254
electronic;118.9942601
classical;118.4169991
country;78.93761293
pop;108.6270527
k-pop;116.9049252
latin;95.80438644
metal;135.6738793
rock;136.0564516
hip-hop;102.9956133
hip-hop;101.5240558
r&b;101.0542668
soul;109.5443285
soul;99.8057647
pop;119.9649017
latin;105.2470834
classical;118.9633709
r&b;88.3569447
rock;138.807828
metal;125.7200061
metal;142.1649863
classical;103.8001284
pop;96.12173779
r&b;114.4425499
latin;114.0343865
folk;81.38052256
reggae;110.690924
rock;127.4644045
pop;117.1394655
r&b;99.07658583
pop;106.6242612
jazz;127.3346508
electronic;134.6047475
country;94.46571758
country;98.58887536
rock;135.4173189
blues;112.9746222
metal;177.9396828
electronic;153.1801201
hip-hop;82.07747355
rock;120.5516744
country;105.6693518
hip-hop;115.7372605
hip-hop;86.88085239
punk;167.291204
rock;144.6319818
folk;110.4575787
pop;119.5260505
pop;114.8448668
indie;124.722535
gospel;105.89151
gospel;96.91882755
ambient;82.07786962
jazz;120.6527856
pop;113.5590866
r&b;92.56162916
jazz;124.2293112
ambient;59.23926068
indie;85.04169958
hip-hop;94.32546216
folk;124.9679076
rock;98.4073768
indie;126.1238553
electronic;114.4901174
classical;111.3119877
hip-hop;120.4695642
punk;181.4936634
indie;122.8521261
pop;104.9991868
country;106.0331409
rock;122.8950749
rock;164.4201398
pop;109.9308053
pop;112.8545023
rock;149.3111619
rock;129.7093772
rock;142.7869067
electronic;138.4882697
electronic;168.1300836
